name,lat,lon,province,district,reference
San Juan del Morona,-3.0501581623267144,-77.64274658840664,Datem del Marañón,Morona,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de zonificación ecológica económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Brasilia,-3.24697581245087,-77.4643891062299,Datem del Marañón,Morona,ENVIRONMENTAL RESOURCES MANAGEMENT – ERM PERÚ S.A. 2002.  Estudio de Impacto Ambiental-Social en el Área Noroeste del Lote 64.  96 pp. Informe Final / Resumen Ejecutivo.
Yanguntza o Yankunza,-3.27975597517935,-77.483794971361,Datem del Marañón,Morona,ENVIRONMENTAL RESOURCES MANAGEMENT – ERM PERÚ S.A. 2002.  Estudio de Impacto Ambiental-Social en el Área Noroeste del Lote 64.  96 pp. Informe Final / Resumen Ejecutivo.
Yankuntich,-2.92460024594007,-77.2603928463771,Datem del Marañón,Morona,ENVIRONMENTAL RESOURCES MANAGEMENT – ERM PERÚ S.A. 2002.  Estudio de Impacto Ambiental-Social en el Área Noroeste del Lote 64.  96 pp. Informe Final / Resumen Ejecutivo.
El Triunfo o Triunfo,-3.31477723220364,-77.5833704400511,Datem del Marañón,Morona,ENVIRONMENTAL RESOURCES MANAGEMENT – ERM PERÚ S.A. 2002.  Estudio de Impacto Ambiental-Social en el Área Noroeste del Lote 64.  96 pp. Informe Final / Resumen Ejecutivo.
Nuevo Progreso,-3.27615501081265,-77.5176709058105,Datem del Marañón,Morona,ENVIRONMENTAL RESOURCES MANAGEMENT – ERM PERÚ S.A. 2002.  Estudio de Impacto Ambiental-Social en el Área Noroeste del Lote 64.  96 pp. Informe Final / Resumen Ejecutivo.
Katiranaentsa o Katirenza,-3.0653965526844775,-77.34494816401887,Datem del Marañón,Morona,"ENVIRONMENTAL RESOURCES MANAGEMENT – ERM PERÚ S.A. 2002.  Estudio de Impacto Ambiental-Social en el Área Noroeste del Lote 64.  96 pp. Informe Final / Resumen Ejecutivo. // MEDINA MENDOZA, Ada. 2003. Proyecto de evaluación arqueológica en el área noroeste del Lote 64. 237 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú."
Vargas Guerra,-2.99295343652034,-77.7008668435693,Datem del Marañón,Morona,"RAVINES, Rogger. 1989. Cerámica del río Morona, Alto Amazonas, Loreto. Pp. 14-18. Boletín de Lima, Año 11, N° 66. Lima, Perú."
Base Militar Sargento Puño,-3.2228007542827033,-77.60400463104288,Datem del Marañón,Morona,"RAVINES, Rogger. 1989. Cerámica del río Morona, Alto Amazonas, Loreto. Pp. 14-18. Boletín de Lima, Año 11, N° 66. Lima, Perú. // ENVIRONMENTAL RESOURCES MANAGEMENT – ERM PERÚ S.A. 2002.  Estudio de Impacto Ambiental-Social en el Área Noroeste del Lote 64.  96 pp. Informe Final / Resumen Ejecutivo. // MEDINA MENDOZA, Ada. 2003. Proyecto de evaluación arqueológica en el área noroeste del Lote 64. 237 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú. // MEDINA MENDOZA, Ada. 2004. Plan de monitoreo arqueológico del proyecto de perforación exploratoria en el área noroeste del Lote 64. Locaciones Situche Norte 1x, Situche Central 1x y Campamento Base Sargento Puño. Provincia de Alto Amazonas, Departamento de Loreto. Primera Etapa. 331 pp. Informe Presentado al Instituto Nacional de Cultura. Lima, Perú."
Shinkatan,-3.11840033098505,-77.5365182734222,Datem del Marañón,Morona,"ENVIRONMENTAL RESOURCES MANAGEMENT – ERM PERÚ S.A. 2002.  Estudio de Impacto Ambiental-Social en el Área Noroeste del Lote 64.  96 pp. Informe Final / Resumen Ejecutivo. // RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de zonificación ecológica económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Panintsa,-3.052792274794268,-77.45121878202309,Datem del Marañón,Morona,"ENVIRONMENTAL RESOURCES MANAGEMENT – ERM PERÚ S.A. 2002.  Estudio de Impacto Ambiental-Social en el Área Noroeste del Lote 64.  96 pp. Informe Final / Resumen Ejecutivo. // MEDINA MENDOZA, Ada. 2003. Proyecto de evaluación arqueológica en el área noroeste del Lote 64. 237 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú."
Unkum,-2.9863583513338785,-77.40598093804252,Datem del Marañón,Pastaza,"ENVIRONMENTAL RESOURCES MANAGEMENT – ERM PERÚ S.A. 2002.  Estudio de Impacto Ambiental-Social en el Área Noroeste del Lote 64.  96 pp. Informe Final / Resumen Ejecutivo. // MEDINA MENDOZA, Ada. 2003. Proyecto de evaluación arqueológica en el área Noroeste del Lote 64. 237 pp. Informe presentado al Instituto Nacional de Cultura. Lima, Perú."
Puerto Belén,-4.326622837796037,-76.91157979015235,Datem del Marañón,Pastaza,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de zonificación ecológica económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
"Huashintsa, o Washientsa",-3.35913698962328,-76.5593782236523,Datem del Marañón,Manseriche,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de zonificación ecológica económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
Buncunya,-6.469544536239001,-74.56570414593122,Requena,Emilio San Martín,"2010. WALSH PERÚ. Línea Base Arqueológica del EIA Prospección Sísmica 2D y Perforación Exploratoria - Lotes 134 y 158. Talisman Energy. 16 pp. Lima, Perú. // Resolución Viceministerial N° 227-2010-VMPCIC-MC // Murga, 2010"
Requena/Tapiche River (multiple sites),-5.04212,-73.83715,Requena,Requena,"SIIRIINEN, Ari; y, Tommi VOURINEN. 1989. Perun Amazonian arkeologiaa Tutkimuskia vaikeissa olosuhteissa. Pp. 43-49. Suomen Atropologi 4/89. Finlandia."
PVC Yanayacu,-5.282400366090704,-74.42472236671544,Requena,Puinahua,"RIVAS PANDURO, Santiago. 2014. Informe N°007-2014/AA/MC-DDC-LOR/SRP. 5 PP. Informe de supervisión de campo al Plan Monitoreo Arqueológico Proyecto de Prospección Sísmica 2D en el Lote 95, Departamento de Loreto, ubicado en los Distritos de Requena, Puinahua, Emilio San Martín, Capelo y Tapiche, en la Provincia de Requena, Departamento de Loreto, bajo la dirección de la Lic. Paula Jissela Poma Sánchez. Informe presentado a la Dirección Desconcentrada de Cultura del Ministerio de Cultura. Iquitos, Perú. // POMA SÁNCHEZ, Paula Jissela. 2014. Plan de Monitoreo Arqueológico Proyecto de Exploración Sísmica 2D en el Lote 95, Departamento de Loreto. 36 pp. Informe Final presentado al Ministerio de Cultura. Lima, Perú."
PV2 Yarina,-5.3492285872068654,-74.50261273872006,Requena,Puinahua,"RIVAS PANDURO, Santiago. 2014. Informe N°007-2014/AA/MC-DDC-LOR/SRP. 5 PP. Informe de supervisión de campo al Plan Monitoreo Arqueológico Proyecto de Prospección Sísmica 2D en el Lote 95, Departamento de Loreto, ubicado en los Distritos de Requena, Puinahua, Emilio San Martín, Capelo y Tapiche, en la Provincia de Requena, Departamento de Loreto, bajo la dirección de la Lic. Paula Jissela Poma Sánchez. Informe presentado a la Dirección Desconcentrada de Cultura del Ministerio de Cultura. Iquitos, Perú. // POMA SÁNCHEZ, Paula Jissela. 2014. Plan de Monitoreo Arqueológico Proyecto de Exploración Sísmica 2D en el Lote 95, Departamento de Loreto. 36 pp. Informe Final presentado al Ministerio de Cultura. Lima, Perú."
PV5 Alfaro del Pacaya,-5.56500628582093,-75.0474926404049,Requena,Puinahua,"Oral testimony to Santiago Rivas Panduro from José Grocio Gil Navarro, 2010, Jefe de la Reserva Nacional Pacaya Samiria"
PV 9 Dos de Mayo del Samiria,-5.61679789417471,-75.2091300289542,Requena,Puinahua,"RIVAS PANDURO, Santiago. 2010. Informe de viaje realizado a la Reserva Pacaya Samiria. 8 pp. Manuscrito. Iquitos, Perú. // Oral testimony to Santiago Rivas Panduro from Jorge Grocio Navarro, Jefe de la Reserva Nacional Pacaya Samiria"
Huacrachiro,-5.49540219018941,-74.4187804225322,Requena,Puinahua,"ANGULO PAREDES, Luis Ricardo. 2016. Acta de Inspección N° 011-2016/AA/MC-DDC-LOR/LRAP. 2 pp. Reporte del hallazgo arqueológico fortuito colindante al talud del río en la Comunidad de Huacrachiro, en el Distrito de Puinahua, Provincia de Requena, Departamento de Loreto; en el marco de la inspección al Plan de Monitoreo Arqueológico de la Concesión Móvil EBC – Distrito de Puinahua, Provincia de Requena, Departamento de Loreto. Iquitos, Perú."
Víctor Raúl,-6.44306805804219,-74.5668028505517,Requena,Emilio San Martín,"2010. WALSH PERÚ. Línea Base Arqueológica del EIA Prospección Sísmica 2D y Perforación Exploratoria - Lotes 134 y 158. Talisman Energy. 16 pp. Lima, Perú."
Mállame,-6.46524090243637,-74.5683485584244,Requena,Emilio San Martín,"2010. WALSH PERÚ. Línea Base Arqueológica del EIA Prospección Sísmica 2D y Perforación Exploratoria - Lotes 134 y 158. Talisman Energy. 16 pp. Lima, Perú."
Miguel Grau,-6.57530683601238,-75.0263053450113,Ucayali,Sarayacu,"2010. WALSH PERÚ. Línea Base Arqueológica del EIA Prospección Sísmica 2D y Perforación Exploratoria - Lotes 134 y 158. Talisman Energy. 16 pp. Lima, Perú. // Murga 2010"
Santa Teresa,-6.61465801731179,-74.989442654704,Ucayali,Sarayacu,"2010. WALSH PERÚ. Línea Base Arqueológica del EIA Prospección Sísmica 2D y Perforación Exploratoria - Lotes 134 y 158. Talisman Energy. 16 pp. Lima, Perú. // Murga 2010"
Cantagallo,-6.82712,-75.4412,Ucayali,Sarayacu,"PANAIFO TEIXEIRA, Mónica. 1994. “Evaluación de nuestra arqueología Amazónica”. Pp. 169-229. Amazonia: en Busca de su Palabra. IIAP. Lima, Perú//RIVAS PANDURO, Santiago. 2006. Proyecto Qhapaq Ñan. La arqueología de la región Loreto (Selva Baja de la Amazonia Peruana). Estado de la cuestión. Informe Final. Instituto Nacional de Cultura, Iquitos, Perú."
Sarayacu,-6.78731810826604,-75.1057643791668,Ucayali,Sarayacu,"MYERS, Thomas. 1972. Sarayacu: Archaeological investigations at  a 19th Century Franciscan mission in the Peruvian Montaña. Pp. 25-37. Actas y Memorias XXXIX Congreso Internacional de Americanistas, Vol. 4. Lima, Perú. // MYERS, Thomas. 1990. Sarayacu: Ethnohistorical and Archaeological Investigations of a Nineteenth-century Franciscan Mission in the Peruvian Montaña. University of Nebraska Studies: New Series N° 68. Nebraska, USA."
Maximiliano,-6.39061482994717,-75.1260261128615,Ucayali,Sarayacu,"MYERS, Thomas. ca. 1987. Archaeological Evidencie from Dos de Mayo, Lower Ucayali River, Peru. 15 pp. Manuscrito inédito."
Pinedo,-6.42807183718864,-75.1683845848933,Ucayali,Sarayacu,"MYERS, Thomas. ca.1987. Archaeological Evidencie from Dos de Mayo, Lower Ucayali River, Peru. 15 pp. Manuscrito inédito."
Cruz Molluna,-6.74636835521812,-74.97215626357831,Ucayali,Alfredo Vargas Guerra,"2010. WALSH PERÚ. Línea Base Arqueológica del EIA Prospección Sísmica 2D y Perforación Exploratoria - Lotes 134 y 158. Talisman Energy. 16 pp. Lima, Perú. // Resolución Viceministerial N° 227-2010-VMPCIC-MC // Murga, 2010"
Orellana UCA-26,-6.90779717767732,-75.1558575127053,Ucayali,Alfredo Vargas Guerra,"MYERS, Thomas. 1967. Reconocimiento arqueológico en el Ucayali Central. Pp. 5-7. Boletín del Museo Nacional de Arqueología y Antropología, Volumen 6. Lima, Perú."
Orellana UCA-27,-6.91203596903699,-75.1669748387294,Ucayali,Alfredo Vargas Guerra,"MYERS, Thomas. 1967. Reconocimiento arqueológico en el Ucayali Central. Pp. 5-7. Boletín del Museo Nacional de Arqueología y Antropología, Volumen 6. Lima, Perú."
Suni Caño,-6.9192790488750235,-75.10349936089771,Ucayali,Alfredo Vargas Guerra,"COOMES, Oliver; Christian ABIZAID; Yoshito TAKASAKI; y Santiago RIVAS PANDURO. 2020. “The Lower Ucayali river in prehistory: Cultural chronology, archeological evidence and a recently discovered Pre-Columbian site”, Pp. 145-167 The Geographical Review 111, https://doi.org/10.1080/00167428.2020.1777128 //Ing. Juan Carlos Vilca Tello (personal communcation to Santiago Rivas Panduro, 2015)."
Canchahuaya,-6.98384,-75.1087,Ucayali,Alfredo Vargas Guerra,"PANAIFO TEIXEIRA, Mónica. 1994. “Evaluación de Nuestra Arqueología Amazónica”. Pp. 169-229. Amazonia: en Busca de su Palabra. IIAP. Lima, Perú//MORALES CHOCANO, Daniel; Ana MUJICA BAQUERIZO; y Ronald L. WEBER. 2016. “Chapter 2: Continuity and change among the Shipibo-Conibo: Prehistory to modernity”, Pp. 9-20 Fieldiana: Anthropology N.S 45."
Pirococha UCA-28,-7.04292282597522,-75.1876294300183,Ucayali,Inahuaya,"MYERS, Thomas. 1967. Reconocimiento arqueológico en el Ucayali Central. Pp. 5-7. Boletín del Museo Nacional de Arqueología y Antropología, Volumen 6. Lima, Perú."
Piracocha UCA-29,-7.04332903614555,-75.2477699800195,Ucayali,Inahuaya,"MYERS, Thomas. 1967. Reconocimiento arqueológico en el Ucayali Central. Pp. 5-7. Boletín del Museo Nacional de Arqueología y Antropología, Volumen 6. Lima, Perú."
Piracocha UCA-30,-7.04513775917665,-75.1908718710974,Ucayali,Inahuaya,"MYERS, Thomas. 1967. Reconocimiento arqueológico en el Ucayali Central. Pp. 5-7. Boletín del Museo Nacional de Arqueología y Antropología, Volumen 6. Lima, Perú."
Aguas Calientes,-7.22063803297062,-74.9546188849848,Ucayali,Inahuaya,"SIIRIINEN, Ari; y, Tommi VOURINEN. 1989. Perun Amazonian arkeologiaa Tutkimuskia vaikeissa olosuhteissa. Pp. 43-49. Suomen Atropologi, 4/89. Finlandia. // PANAIFO TEIXEIRA, Mónica. 1994. “Evaluación de nuestra arqueología Amazónica”. Pp. 169-229. Amazonia: en Busca de su Palabra. IIAP. Lima, Perú."
Ruinas del Pauya,-7.39808515766031,-75.7395311550611,Ucayali,Pampa Hermosa,"PANAIFO TEIXEIRA, Mónica. 1994. “Evaluación de nuestra arqueología Amazónica”. Pp. 169-229. Amazonia: en Busca de su Palabra. IIAP. Lima, Perú."
Nuevo Edén 1-L41,-8.24111225928456,-75.581956923757,Ucayali,Contamana,Resolución Viceministerial N° 440-2011-VMPCIC-MC
Nuevo Edén 2-L41,-8.21862588069532,-75.5823054212627,Ucayali,Contamana,Resolución Viceministerial N° 440-2011-VMPCIC-MC
San Salvador,-7.310501347191884,-75.03952369265684,Ucayali,Contamana,"SIIRIINEN, Ari; y, Tommi VOURINEN. 1989. Perun Amazonian arkeologiaa Tutkimuskia vaikeissa olosuhteissa. Pp. 43-49. Suomen Atropologi 4/89. Finlandia. // GÓMEZ JARECA, Pablo. 2012. Informe Técnico N° 2406-2012-CC-DA-MC. 6 Pp. Informe sobre delimitación del sitio arqueológico San Salvador y sitio arqueológico de Cachique, Distrito de Contamana, Provincia de Ucayali, Departamento de Loreto. Presentado al Director de la Dirección de Arqueología del Ministerio de Cultura. Lima, Perú."
Cachique,-7.307860412010892,-75.04009806804125,Ucayali,Contamana,"GÓMEZ JARECA, Pablo. 2012. Informe Técnico N° 2406-2012-CC-DA-MC. 6 Pp. Informe sobre delimitación del sitio arqueológico San Salvador y sitio arqueológico de Cachique, Distrito de Contamana, Provincia de Ucayali, Departamento de Loreto. Presentado al Director de la Dirección de Arqueología del Ministerio de Cultura. Lima, Perú."
Puerto Oriente,-7.32586,-74.95667,Ucayali,Contamana,"BLISSENBACH, Erich. 1992. “Evidence for earlier settlements near Contamana, Rio Ucayali, Upper Amazon”, Pp. 17-25. Baessler-Archiv 40(1)."
Betania,-7.34542232803751,-74.9296534203645,Ucayali,Contamana,"RIVAS PANDURO, Santiago. 2012. Informe N° 133-2012/AA/MC-DRC-LOR/SRP. 2 pp. Informe sobre noticia de hallazgo de evidencia arqueológica en Betania, Distrito de Contamana, Provincia de Ucayali, Departamento de Loreto. Presentado a la Dirección Desconcentrada de Cultura del Ministerio de Cultura. Iquitos, Perú."
Contamana,-7.34443271056774,-75.0089156231231,Ucayali,Contamana,"MYERS, Thomas. 1967. Reconocimiento arqueológico en el Ucayali Central. Pp. 5-7. Boletín del Museo Nacional de Arqueología y Antropología, Volumen 6. Lima, Perú."
Laguna Quistococha,-3.8269307694809527,-73.32334501853065,Maynas,San Juan Bautista,"RIVAS PANDURO, Santiago; y, Mónica PANAIFO TEIXEIRA 2005. Hallazgos en el aitio arqueológico de Quistococha, Distrito de San Juan, Provincia de Maynas, región Loreto. 46 pp. Informe presentado al Instituto Nacional de Cultura de Loreto. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2006. Proyecto de investigación excavaciones arqueológicas en Quistococha. Loreto, Amazonía peruana. 42 pp. Informe Final presentado al Instituto Nacional de Cultura (hoy Ministerio de Cultura). Iquitos, Perú. // RIVAS PANDURO, Santiago; Mónica PANAIFO TEIXEIRA; Augusto OYUELA CAYCEDO; y Andrew ZIMMERMAN. 2006. Informe Preliminar sobre los recientes hallazgos en el Sitio Arqueológicos Quistococha, Amazonia peruana. Boletín de Estudios Amazónicos. Publicación de la Maestría de Estudios Amazónicos. UNMSM. Lima, Perú."
Las Lomas,-3.7916487292389713,-73.29491347336783,Maynas,San Juan Bautista,"RIVAS PANDURO, Santiago. 2014. Evidencias arqueológicas en la ciudad de Iquitos y su entorno. Cuadro sinóptico. 1 pp."
Cementerio San Roque,-3.785725734700374,-73.29222708742994,Maynas,San Juan Bautista,"RIVAS PANDURO, Santiago. 2014. Evidencias arqueológicas en la ciudad de Iquitos y su entorno. Cuadro sinóptico. 1 pp."
Santa Ana I,-4.05378605674331,-73.1386873247293,Maynas,Fernando Lores,"VERA VEREAU, Melina Maribel; y, Rafael CABANILLAS CALDERÓN. 2006. Inventario y registro del patrimonio cultural de la nación: región Loreto. 136 pp. Informe Final presentado al Programa Qhapaq Ñan. Iquitos, Perú."
Quebrada Lobo,-4.10199322492992,-73.0605863630041,Maynas,Fernando Lores,"VERA VEREAU, Melina Maribel; y, Rafael CABANILLAS CALDERÓN. 2006. Inventario y registro del patrimonio cultural de la nación: región Loreto. 136 pp. Informe Final presentado al Programa Qhapaq Ñan. Iquitos, Perú."
Fomento,-4.20182338069151,-73.3729383890412,Maynas,Fernando Lores,"VERA VEREAU, Melina Maribel; y, Rafael CABANILLAS CALDERÓN. 2006. Inventario y registro del patrimonio cultural de la nación: región Loreto. 136 pp. Informe Final presentado al Programa Qhapaq Ñan. Iquitos, Perú."
Cumapa (San Salvador de Omaguas),-4.17544230460199,-73.3762984328615,Maynas,Fernando Lores,"VERA VEREAU, Melina Maribel; y, Rafael CABANILLAS CALDERÓN. 2006. Inventario y registro del patrimonio cultural de la nación: región Loreto. 136 pp. Informe Final presentado al Programa Qhapaq Ñan. Iquitos, Perú."
Flores,-4.004705735094838,-73.15471783343109,Maynas,Fernando Lores,"RIVAS PANDURO, Santiago. 2006. La arqueología de la región Loreto (selva baja de la Amazonía peruana). Estado de la Cuestión. 103 pp. Proyecto Qhapaq Ñan. Informe Final presentado al Instituto Nacional de Cultura."
Tamshiyacu,-4.010116848824605,-73.15643447016917,Maynas,Fernando Lores,"RIVAS PANDURO, Santiago. 2006. La arqueología de la región Loreto (selva baja de la Amazonía peruana). Estado de la Cuestión. 103 pp. Proyecto Qhapaq Ñan. Informe Final presentado al Instituto Nacional de Cultura."
El Pobrecito,-4.02760994399086,-73.13901715327748,Maynas,Fernando Lores,"RIVAS PANDURO, Santiago. 2010. Informe N° 032-2010/AA/MC-DRC-L/SRP. Informe de supervisión técnica de campo para constatación del reporte de hallazgos arqueológicos en el Lote 128, del proyecto “Plan de Monitoreo Arqueológico para el programa de estudio y exploración sísmica 2D y perforación de pozos estratigráficos, Lote 128, Loreto”, bajo la dirección del Lic. Fernando Egberto Vicente Vargas Torres. // MURGA PASTOR, Leonardo. 2011. Proyecto de Evaluación Arqueológica de Reconocimiento con Excavaciones Restringidas del Campamento Sub-Base C128-B, río Tamshiyacu, Lote 128. Derivado del “Plan de Monitoreo Arqueológico para el Programa de Estudio y Exploración Sísmica 2D, y Perforación de Pozos Estratigráficos, Lote 128. Loreto”. Informe Final presentado al Ministerio de Cultura. Lima, Perú."
Nuevo Progreso,-3.521745915333743,-72.78478359166641,Maynas,Fernando Lores,"RIVAS PANDURO, Santiago; Ricardo CHIRINOS PORTOCARRERO; Lúcia BORBA. 2008. Diagnóstico ambiental del componente socio-cultural y arqueología. 115 pp. Zonificación ecológica económica Bellavista-Mazán. Informe presentado al PEDICP. Iquitos, Perú."
Alto Nanay 1,-3.107111567366628,-74.67832764260014,Maynas,Alto Nanay,"FIERRO HUATUCO, Koraíta. 2011. Plan de monitoreo arqueológico del programa exploratorio de los Lotes 129, 123 y 124. Departamento de Loreto. 109 pp. Informe Final presentado al Ministerio de Cultura. Lima, Perú. // CHUMPITAZ LLERENA, Daniel. 2011. Proyecto de evaluación arqueológica del campamento base providencia y del campamento volante 07. Lote 123. Derivado del Plan de Monitoreo Arqueológico del Programa Exploratorio de los Lotes 129, 123 y 124. Departamento de Loreto. 153 pp. Informe Final presentado al Ministerio de Cultura. Lima, Perú."
Agua Blanca 1,-2.923608571302841,-74.77088382567806,Maynas,Alto Nanay,"FIERRO HUATUCO, Koraíta. 2012. Plan de monitoreo arqueológico del Programa Exploratorio de los Lotes 123 y 129. Departamento de Loreto. II temporada. 103 pp. Informe Final presentado al Ministerio de Cultura. Lima, Perú."
Agua Negra 1,-2.8590629216007346,-74.98392979939085,Maynas,Alto Nanay,"FIERRO HUATUCO, Koraíta. 2012. Plan de monitoreo arqueológico del Programa Exploratorio de los lotes 123 y 129. Departamento de Loreto. II temporada. 103 pp. Informe Final presentado al Ministerio de Cultura. Lima, Perú."
Arenal,-3.634824344223937,-73.21749262605564,Maynas,Punchana,"RIVAS PANDURO, Santiago; Ricardo CHIRINOS PORTOCARRERO; Lúcia BORBA. 2008. Diagnóstico ambiental del componente socio-cultural y arqueología. 115 pp. Zonificación Ecológica Económica Bellavista-Mazán. Informe presentado al PEDICP. Iquitos, Perú."
San Juan,-3.5861425801187448,-73.18263226629394,Maynas,Punchana,"RIVAS PANDURO, Santiago; Ricardo CHIRINOS PORTOCARRERO; Lúcia BORBA. 2008. Diagnóstico ambiental del componente socio-cultural y arqueología. 115 pp. Zonificación Ecológica Económica Bellavista-Mazán. Informe presentado al PEDICP. Iquitos, Perú."
Nuevo Independencia o Independencia  (Evidencias cerámicas A),-3.6512643755962957,-73.23451180399984,Maynas,Punchana,"VERA VEREAU, Melina Maribel; y, Rafael CABANILLAS CALDERÓN. 2006. Inventario y registro del patrimonio cultural de la nación: Región Loreto. 136 pp. Informe Final presentado al Programa Qhapaq Ñan. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2014. Informe N°039-2014 SRP-SD-SDD-PCICI/DDC-LOR/MC. Informe de entrega de plano topográfico de Independencia. 1 pp. Informe presentado a la Dirección Desconcentrada de Cultura del Ministerio de Cultura. Iquitos, Perú."
Nuevo Independencia o Independencia (Evidencias cerámicas B),-3.6494987793659157,-73.23491587038207,Maynas,Punchana,"VERA VEREAU, Melina Maribel; y, Rafael CABANILLAS CALDERÓN. 2006. Inventario y registro del patrimonio cultural de la nación: Región Loreto. 136 pp. Informe Final presentado al Programa Qhapaq Ñan. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2014. Informe N°039-2014 SRP-SD-SDD-PCICI/DDC-LOR/MC. Informe de entrega de plano topográfico de Independencia. 1 pp. Informe presentado a la Dirección Desconcentrada de Cultura del Ministerio de Cultura. Iquitos, Perú."
Independencia  (Evidencias cerámicas C),-3.6419630767533264,-73.23873528229889,Maynas,Punchana,"RIVAS PANDURO, Santiago. 2014. Informe N° 026-2014/AA/MC-DDC-LOR/SRP. Informe de visita al sitio arqueológico localizado en terreno de propiedad de la Marina de Guerra del Perú, colindante con la Comunidad Nativa Independencia, río Amazonas. 6 pp. Informe presentado a la Dirección Desconcentrada de Cultura del Ministerio de Cultura. Iquitos, Perú. // RIVAS PANDURO, Santiago. 2014. Informe N°039-2014 SRP-SD-SDD-PCICI/DDC-LOR/MC. Informe de entrega de plano topográfico de Independencia. 1 pp. Informe presentado a la Dirección Desconcentrada de Cultura del Ministerio de Cultura. Iquitos, Perú."
Gen Gen,-3.6204323587476614,-73.31360992606047,Maynas,Punchana,"RIVAS PANDURO, Santiago; Ricardo CHIRINOS PORTOCARRERO; Lúcia BORBA. 2008. Diagnóstico ambiental del componente socio-cultural y arqueología. 115 pp. Zonificación Ecológica Económica Bellavista-Mazán. Informe presentado al PEDICP. Iquitos, Perú."
Arimuya (Nuevo Independencia),-3.64815892580839,-73.2295631196973,Maynas,Punchana,"VERA VEREAU, Melina Maribel; y, Rafael CABANILLAS CALDERÓN. 2006. Inventario y registro del patrimonio cultural de la mación: Región Loreto. 136 pp. Informe Final presentado al Programa Qhapaq Ñan. Iquitos, Perú."
Santa Isabel,-3.4655704822387,-72.9281624573348,Maynas,Indiana,"VERA VEREAU, Melina Maribel; y, Rafael CABANILLAS CALDERÓN. 2006. Inventario y registro del patrimonio cultural de la mación: Región Loreto. 136 pp. Informe Final presentado al Programa Qhapaq Ñan. Iquitos, Perú."
Cementerio Rey de los Muertos,-3.472280914294576,-72.94553970377594,Maynas,Indiana,"RIVAS PANDURO, Santiago; Ricardo CHIRINOS PORTOCARRERO; Lúcia BORBA. 2008. Diagnóstico ambiental del componente socio-cultural y arqueología. 115 pp. Zonificación Ecológica Económica Bellavista-Mazán. Informe presentado al PEDICP. Iquitos, Perú."
Zapote,-3.5505797763840694,-73.14237634624885,Maynas,Indiana,"RIVAS PANDURO, Santiago; Ricardo CHIRINOS PORTOCARRERO; Lúcia BORBA. 2008. Diagnóstico ambiental del componente socio-cultural y arqueología. 115 pp. Zonificación Ecológica Económica Bellavista-Mazán. Informe presentado al PEDICP. Iquitos, Perú."
Sinchicuy,-3.5865296849238955,-73.15925032640352,Maynas,Indiana,"RIVAS PANDURO, Santiago; Ricardo CHIRINOS PORTOCARRERO; Lúcia BORBA. 2008. Diagnóstico ambiental del componente socio-cultural y arqueología. 115 pp. Zonificación Ecológica Económica Bellavista-Mazán. Informe presentado al PEDICP. Iquitos, Perú."
